# WARNCELLID;NAME;KURZNAME;KENNUNG (SIGN)
808135016;Stadt Giengen an der Brenz;Giengen/Benz;
808135019;Stadt Heidenheim an der Brenz;Heidenheim;
808135020;Stadt Herbrechtingen;Herbrechtingen;
808135021;Gemeinde Hermaringen;Hermaringen;
808135025;Gemeinde Königsbronn;Königsbronn;
808135026;Gemeinde Nattheim;Nattheim;
808135027;Stadt Niederstotzingen;Niederstotzing.;
808135031;Gemeinde Sontheim an der Brenz;Sontheim/Brenz;
808135032;Gemeinde Steinheim am Albuch;Steinheim/Albu;
808136002;Gemeinde Abtsgmünd;Abtsgmünd;
808136003;Gemeinde Adelmannsfelden;Adelmannsfelden;
808136007;Gemeinde Bartholomä;Bartholomä;
808136009;Gemeinde Böbingen an der Rems;Böbingen/Rems;
808136010;Stadt Bopfingen;Bopfingen;
808136015;Gemeinde Durlangen;Durlangen;
808136018;Gemeinde Ellenberg;Ellenberg / BW;
808136019;Stadt Ellwangen (Jagst);Ellwangen/Jagst;
808136020;Gemeinde Eschach;Eschbach;
808136021;Gemeinde Essingen;Essingen / BW;
808136024;Gemeinde Göggingen;Göggingen;
808136027;Gemeinde Gschwend;Gschwend;
808136028;Stadt Heubach;Heubach;
808136029;Gemeinde Heuchlingen;Heuchlingen;
808136033;Gemeinde Hüttlingen;Hüttlingen;
808136034;Gemeinde Iggingen;Iggingen;
808136035;Gemeinde Jagstzell;Jagstzell;
808136037;Gemeinde Kirchheim am Ries;Kirchheim/Ries;
808136038;Stadt Lauchheim;Lauchheim;
808136040;Gemeinde Leinzell;Leinzell;
808136042;Stadt Lorch;Lorch / BW;
808136043;Gemeinde Mögglingen;Mögglingen;
808136044;Gemeinde Mutlangen;Mutlangen;
808136045;Stadt Neresheim;Neresheim;
808136046;Gemeinde Neuler;Neuler;
808136049;Gemeinde Obergröningen;Obergrönningen;
808136050;Stadt Oberkochen;Oberkochen;
808136060;Gemeinde Rosenberg;Rosenberg;
808136061;Gemeinde Ruppertshofen;Ruppertshfn. BW;
808136062;Gemeinde Schechingen;Schechingen;
808136065;Stadt Schwäbisch Gmünd;Schwäbisch G.;
808136066;Gemeinde Spraitbach;Spraitbach;
808136068;Gemeinde Stödtlen;Stödtlen;
808136070;Gemeinde Täferrot;Täferrot;
808136071;Gemeinde Tannhausen;Tannhausen;
808136075;Gemeinde Unterschneidheim;Unterschneidh.;
808136079;Gemeinde Waldstetten;Waldstetten;
808136082;Gemeinde Westhausen;Westhausen / BW;
808136084;Gemeinde Wört;Wört;
808136087;Gemeinde Riesbürg;Riesbürg;
808136088;Stadt Aalen;Aalen;
808136089;Gemeinde Rainau;Rainau;
808211000;Stadt Baden-Baden;Baden-Baden;
808212000;Stadt Karlsruhe;Karlsruhe;
808215007;Stadt Bretten;Bretten;
808215009;Stadt Bruchsal;Bruchsal;
808215017;Stadt Ettlingen;Ettlingen;
808215021;Gemeinde Forst;Forst / BW;
808215025;Gemeinde Gondelsheim;Gondelsheim;
808215029;Gemeinde Hambrücken;Hambrücken;
808215039;Gemeinde Kronau;Kronau;
808215040;Gemeinde Kürnbach;Kürnbach;
808215046;Gemeinde Malsch;Malsch;
808215047;Gemeinde Marxzell;Marxzell;
808215059;Gemeinde Oberderdingen;Oberderdingen;
808215064;Stadt östringen;östringen;
808215066;Stadt Philippsburg;Philippsburg;
808215082;Gemeinde Sulzfeld;Sulzfeld;
808215084;Gemeinde Ubstadt-Weiher;Ubstadt-Weiler;
808215089;Gemeinde Walzbachtal;Walzbachtal;
808215090;Gemeinde Weingarten (Baden);Weingarten (Bd);
808215094;Gemeinde Zaisenhausen;Zaisenhausen;
808215096;Gemeinde Karlsbad;Karlsbad;
808215097;Stadt Kraichtal;Kraichtal;
808215099;Gemeinde Graben-Neudorf;Graben-Neudorf;
808215100;Gemeinde Bad Schönborn;Bad Schönborn;
808215101;Gemeinde Pfinztal;Pfinztal;
808215102;Gemeinde Eggenstein-Leopoldshafen;Eggenstein-Leo.;
808215103;Gemeinde Karlsdorf-Neuthard;Karlsdorf-Nh.;
808215105;Gemeinde Linkenheim-Hochstetten;Linkenheim-H.;
808215106;Stadt Waghäusel;Waghäusel;
808215107;Gemeinde Oberhausen-Rheinhausen;Oberhausen-R.;
808215108;Stadt Rheinstetten;Rheinstetten;
808215109;Stadt Stutensee;Stutensee;
808215110;Gemeinde Waldbronn;Waldbronn;
808215111;Gemeinde Dettenheim;Dettenheim;
808216002;Gemeinde Au am Rhein;Au am Rhein;
808216005;Gemeinde Bietigheim;Bietigheim;
808216006;Gemeinde Bischweier;Bischweier;
808216007;Stadt Bühl;Bühl;
808216008;Gemeinde Bühlertal;Bühlertal;
808216009;Gemeinde Durmersheim;Durmersheim;
808216012;Gemeinde Elchesheim-Illingen;Elchesheim-Ill.;
808216013;Gemeinde Forbach;Forbach;
808216015;Stadt Gaggenau;Gaggenau;
808216017;Stadt Gernsbach;Gernsbach;
808216022;Gemeinde Hügelsheim;Hügelsheim;
808216023;Gemeinde Iffezheim;Iffezheim;
808216024;Stadt Kuppenheim;Kuppenheim;
808216028;Stadt Lichtenau;Lichtenau / BW;
808216029;Gemeinde Loffenau;Loffenau;
808216033;Gemeinde Muggensturm;Muggensturm;
808216039;Gemeinde ötigheim;ötigheim;
808216041;Gemeinde Ottersweier;Ottersweier;
808216043;Stadt Rastatt;Rastatt;
808216049;Gemeinde Sinzheim;Sinzheim;
808216052;Gemeinde Steinmauern;Steinmauern;
808216059;Gemeinde Weisenbach;Weisenbach;
808216063;Gemeinde Rheinmünster;Rheinmünster;
808221000;Stadt Heidelberg;Heidelberg;
808222000;Stadt Mannheim;Mannheim;
808225001;Stadt Adelsheim;Adelsheim;
808225002;Gemeinde Aglasterhausen;Aglasterhausen;
808225009;Gemeinde Billigheim;Billigheim;
808225010;Gemeinde Binau;Binau;
808225014;Stadt Buchen (Odenwald);Buchen/Odenwald;
808225024;Gemeinde Fahrenbach;Fahrenbach;
808225032;Gemeinde Hardheim;Hardheim;
808225033;Gemeinde Haßmersheim;Haßmersheim;
808225039;Gemeinde Höpfingen;Höpfingen;
808225042;Gemeinde Hüffenhardt;Hüffenhardt;
808225052;Gemeinde Limbach;Limbach;
808225058;Stadt Mosbach;Mosbach;
808225060;Gemeinde Mudau;Mudau;
808225064;Gemeinde Neckargerach;Neckargerach;
808225067;Gemeinde Neckarzimmern;Neckarzimmern;
808225068;Gemeinde Neunkirchen;Neunkirchen;
808225074;Gemeinde Obrigheim;Obrigheim;
808225075;Stadt Osterburken;Osterburken;
808225082;Gemeinde Rosenberg;Rosenberg / BW;
808225091;Gemeinde Seckach;Seckach;
808225109;Stadt Walldürn;Walldürn;
808225113;Gemeinde Zwingenberg;Zwingenberg/BW;
808225114;Stadt Ravenstein;Ravenstein;
808225115;Gemeinde Schefflenz;Schefflenz;
808225116;Gemeinde Schwarzach;Schwarzach;
808225117;Gemeinde Elztal;Elztal;
808225118;Gemeinde Waldbrunn;Waldbrunn;
808226003;Gemeinde Altlußheim;Altlußheim;
808226006;Gemeinde Bammental;Bammental;
808226009;Gemeinde Brühl;Brühl / BW;
808226010;Gemeinde Dielheim;Dielheim;
808226012;Gemeinde Dossenheim;Dossenheim;
808226013;Stadt Eberbach;Eberbach;
808226017;Gemeinde Epfenbach;Epfenbach;
808226018;Stadt Eppelheim;Eppelheim;
808226020;Gemeinde Eschelbronn;Eschelbronn;
808226022;Gemeinde Gaiberg;Gaiberg;
808226027;Gemeinde Heddesbach;Heddesbach;
808226028;Gemeinde Heddesheim;Heddesheim;
808226029;Gemeinde Heiligkreuzsteinach;Heiligkreuzst.;
808226031;Stadt Hemsbach;Hemsbach;
808226032;Stadt Hockenheim;Hockenheim;
808226036;Gemeinde Ilvesheim;Ilvesheim;
808226037;Gemeinde Ketsch;Ketsch;
808226038;Stadt Ladenburg;Ladenburg;
808226040;Gemeinde Laudenbach;Laudenbach;
808226041;Stadt Leimen;Leimen / BW;
808226046;Gemeinde Malsch;Malsch / BW;
808226048;Gemeinde Mauer;Mauer;
808226049;Gemeinde Meckesheim;Meckesheim;
808226054;Gemeinde Mühlhausen;Mühlhausen / BW;
808226055;Stadt Neckarbischofsheim;Neckarbischofs.;
808226056;Stadt Neckargemünd;Neckargemünd;
808226058;Gemeinde Neidenstein;Neidenstein;
808226059;Gemeinde Neulußheim;Neulußheim;
808226060;Gemeinde Nußloch;Nußloch;
808226062;Gemeinde Oftersheim;Oftersheim;
808226063;Gemeinde Plankstadt;Plankstadt;
808226065;Stadt Rauenberg;Rauenberg;
808226066;Gemeinde Reichartshausen;Reichartshausen;
808226068;Gemeinde Reilingen;Reilingen;
808226076;Gemeinde Sandhausen;Sandhausen;
808226080;Stadt Schönau;Schönau;
808226081;Gemeinde Schönbrunn;Schönbrunn;
808226082;Stadt Schriesheim;Schriesheim;
808226084;Stadt Schwetzingen;Schwetzingen;
808226085;Stadt Sinsheim;Sinsheim;
808226086;Gemeinde Spechbach;Spechbach;
808226091;Stadt Waibstadt;Waibstadt;
808226095;Stadt Walldorf;Walldorf;
808226096;Stadt Weinheim;Weinheim;
808226097;Gemeinde Wiesenbach;Wiesenbach;
808226098;Stadt Wiesloch;Wiesloch;
808226099;Gemeinde Wilhelmsfeld;Wilhelmsfeld;
808226101;Gemeinde Zuzenhausen;Zuzenhausen;
808226102;Gemeinde Angelbachtal;Angelbachtal;
808226103;Gemeinde St. Leon-Rot;St. Leon-Rot;
808226104;Gemeinde Lobbach;Lobbach;
808226105;Gemeinde Edingen-Neckarhausen;Edingen-Nh.;
808226106;Gemeinde Helmstadt-Bargen;Helmstadt-Barg.;
808226107;Gemeinde Hirschberg an der Bergstraße;Hirschberg / BW;
808231000;Stadt Pforzheim;Pforzheim;
808235006;Stadt Altensteig;Altensteig;
808235007;Gemeinde Althengstett;Althengstett;
808235008;Stadt Bad Liebenzell;Bad Liebenzell;
808235018;Gemeinde Dobel;Dobel;
808235020;Gemeinde Ebhausen;Ebhausen;
808235022;Gemeinde Egenhausen;Egenhausen;
808235025;Gemeinde Enzklösterle;Enzklösterle;
808235029;Gemeinde Gechingen;Gechingen;
808235032;Stadt Haiterbach;Haiterbach;
808235033;Stadt Bad Herrenalb;Bad Herrenalb;
808235035;Gemeinde Höfen an der Enz;Höfen a. d. Enz;
808235046;Stadt Nagold;Nagold;
808235047;Stadt Neubulach;Neubulach;
808235050;Gemeinde Neuweiler;Neuweiler;
808235055;Gemeinde Oberreichenbach;Oberreichenbach;
808235057;Gemeinde Ostelsheim;Ostelsheim;
808235060;Gemeinde Rohrdorf;Rohrdorf;
808235065;Gemeinde Schömberg;Schömberg;
808235066;Gemeinde Simmersfeld;Simmersfeld;
808235067;Gemeinde Simmozheim;Simmozheim;
808235073;Gemeinde Unterreichenbach;Unterreichenb.;
808235079;Stadt Bad Wildbad;Bad Wildbad;
808235080;Stadt Wildberg;Wildberg / BW;
808235084;Stadt Bad Teinach-Zavelstein;Bad Teinach;
808235085;Stadt Calw;Calw;
808236004;Gemeinde Birkenfeld;Birkenfeld;
808236011;Gemeinde Eisingen;Eisingen;
808236013;Gemeinde Engelsbrand;Engelsbrand;
808236019;Gemeinde Friolzheim;Friolzhausen;
808236025;Stadt Heimsheim;Heimsheim;
808236028;Gemeinde Illingen;Illingen / BW;
808236030;Gemeinde Ispringen;Ispringen;
808236031;Gemeinde Kieselbronn;Kieselbronn;
808236033;Stadt Knittlingen;Knittlingen;
808236038;Stadt Maulbronn;Maulbronn;
808236039;Gemeinde Mönsheim;Mönsheim;
808236040;Stadt Mühlacker;Mühlacker;
808236043;Stadt Neuenbürg;Neuenbürg;
808236044;Gemeinde Neuhausen;Neuhausen;
808236046;Gemeinde Niefern-öschelbronn;Niefern-ö.-br.;
808236050;Gemeinde ötisheim;ötisheim;
808236061;Gemeinde Sternenfels;Sternenfels;
808236062;Gemeinde Tiefenbronn;Tiefenbronn;
808236065;Gemeinde Wiernsheim;Wiernsheim;
808236067;Gemeinde Wimsheim;Wimsheim;
808236068;Gemeinde Wurmberg;Wurmberg;
808236070;Gemeinde Keltern;Keltern;
808236071;Gemeinde Remchingen;Remchingen;
808236072;Gemeinde Straubenhardt;Straubenhardt;
808236073;Gemeinde Neulingen;Neulingen;
808236074;Gemeinde Kämpfelbach;Kämpfelbach;
808236075;Gemeinde ölbronn-Dürrn;ölbronn-Dürrn;
808236076;Gemeinde Königsbach-Stein;Königsbach-St.;
808237002;Stadt Alpirsbach;Alpirsbach;
808237004;Gemeinde Baiersbronn;Baiersbronn;
808237019;Stadt Dornstetten;Dornstetten;
808237024;Gemeinde Empfingen;Empfingen;
808237027;Gemeinde Eutingen im Gäu;Eutingen im Gäu;
808237028;Stadt Freudenstadt;Freudenstadt;
808237030;Gemeinde Glatten;Glatten;
808237032;Gemeinde Grömbach;Grömbach;
808237040;Stadt Horb am Neckar;Horb am Neckar;
808237045;Gemeinde Loßburg;Loßburg;
808237054;Gemeinde Pfalzgrafenweiler;Pfalzgrafenw.;
808237061;Gemeinde Schopfloch;Schopfloch;
808237072;Gemeinde Wörnersberg;Wörnersberg;
808237073;Gemeinde Seewald;Seewald;
808237074;Gemeinde Waldachtal;Waldachtal;
808237075;Gemeinde Bad Rippoldsau-Schapbach;Bad Rippoldsau;
808311000;Stadt Freiburg im Breisgau;Freiburg/Breis.;
808315003;Gemeinde Au;Au;
808315004;Gemeinde Auggen;Auggen;
808315006;Stadt Bad Krozingen;Krozingen;
808315007;Gemeinde Badenweiler;Badenweiler;
808315008;Gemeinde Ballrechten-Dottingen;Ballrechten-D.;
808315013;Gemeinde Bötzingen;Bötzingen;
808315014;Gemeinde Bollschweil;Bollschweil;
808315015;Stadt Breisach am Rhein;Breisach/Rhein;
808315016;Gemeinde Breitnau;Breitnacu;
808315020;Gemeinde Buchenbach;Buchenbach;
808315022;Gemeinde Buggingen;Buggingen;
808315028;Gemeinde Ebringen;Ebringen;
808315030;Gemeinde Eichstetten am Kaiserstuhl;Eichstetten;
808315031;Gemeinde Eisenbach (Hochschwarzwald);Eisenbach/SW;
808315033;Gemeinde Eschbach;Eschbach / BW;
808315037;Gemeinde Feldberg (Schwarzwald);Feldberg/Sw;
808315039;Gemeinde Friedenweiler;Friedenweiler;
808315041;Gemeinde Glottertal;Glottertal;
808315043;Gemeinde Gottenheim;Gottenheim;
808315047;Gemeinde Gundelfingen;Gundelfingen;
808315048;Gemeinde Hartheim am Rhein;Hartheim/Rhein;
808315050;Stadt Heitersheim;Heitersheim;
808315051;Gemeinde Heuweiler;Heuweiler;
808315052;Gemeinde Hinterzarten;Hinterzarten;
808315056;Gemeinde Horben;Horben;
808315059;Gemeinde Ihringen;Ihringen;
808315064;Gemeinde Kirchzarten;Kirchzarten;
808315068;Gemeinde Lenzkirch;Lenzkirch;
808315070;Stadt Löffingen;Löffingen;
808315072;Gemeinde Merdingen;Merdingen;
808315073;Gemeinde Merzhausen;Merzhausen;
808315074;Stadt Müllheim;Müllheim;
808315076;Stadt Neuenburg am Rhein;Neuenburg/Rhein;
808315084;Gemeinde Oberried;Oberried;
808315089;Gemeinde Pfaffenweiler;Pfaffenweiler;
808315094;Gemeinde St. Märgen;St. Märgen;
808315095;Gemeinde St. Peter;St. Peter;
808315098;Gemeinde Schallstadt;Schallstadt;
808315102;Gemeinde Schluchsee;Schluchsee;
808315107;Gemeinde Sölden;Sölden;
808315108;Stadt Staufen im Breisgau;Staufen/Breisg.;
808315109;Gemeinde Stegen;Stegen;
808315111;Stadt Sulzburg;Sulzburg;
808315113;Stadt Titisee-Neustadt;Titisee-Neust.;
808315115;Gemeinde Umkirch;Umkirch;
808315125;Gemeinde Wittnau;Wittnau;
808315130;Gemeinde Münstertal/Schwarzwald;Münstertal/Sw;
808315131;Gemeinde Ehrenkirchen;Ehrenkirchen;
808315132;Gemeinde March;March;
808315133;Stadt Vogtsburg im Kaiserstuhl;Vogtsburg;
808316002;Gemeinde Bahlingen am Kaiserstuhl;Bahlingen/Ks;
808316003;Gemeinde Biederbach;Biederbach;
808316009;Gemeinde Denzlingen;Denzlingen;
808316010;Stadt Elzach;Elzach;
808316011;Stadt Emmendingen;Emmendingen;
808316012;Stadt Endingen am Kaiserstuhl;Endingen;
808316013;Gemeinde Forchheim;Forchheim;
808316014;Gemeinde Gutach im Breisgau;Gutach/Breisgau;
808316017;Stadt Herbolzheim;Herbolzheim;
808316020;Stadt Kenzingen;Kenzingen;
808316024;Gemeinde Malterdingen;Malterdingen;
808316036;Gemeinde Reute;Reute;
808316037;Gemeinde Riegel am Kaiserstuhl;Riegel;
808316038;Gemeinde Sasbach am Kaiserstuhl;Sasbach;
808316039;Gemeinde Sexau;Sexau;
808316042;Gemeinde Simonswald;Simonswald;
808316043;Gemeinde Teningen;Teningen;
808316045;Gemeinde Vörstetten;Vörstetten;
808316049;Gemeinde Weisweil;Weisweil;
808316051;Gemeinde Wyhl am Kaiserstuhl;Wyhl am K-stuhl;
808316053;Gemeinde Rheinhausen;Rheinhausen;
808316054;Gemeinde Freiamt;Freiamt;
808316055;Gemeinde Winden im Elztal;Winden im Elzt.;
808316056;Stadt Waldkirch;Waldkirch;
808317001;Stadt Achern;Achern;
808317005;Gemeinde Appenweier;Appenweier;
808317008;Gemeinde Bad Peterstal-Griesbach;Bad Peterstal;
808317009;Gemeinde Berghaupten;Berghaupten;
808317011;Gemeinde Biberach;Biberach;
808317021;Gemeinde Durbach;Durbach;
808317026;Stadt Ettenheim;Ettenheim;
808317029;Gemeinde Fischerbach;Fischerbach;
808317031;Gemeinde Friesenheim;Friesenheim BW;
808317034;Stadt Gengenbach;Gengenbach;
808317039;Gemeinde Gutach (Schwarzwaldbahn);Gutach Sw-bahn;
808317040;Stadt Haslach im Kinzigtal;Haslach;
808317041;Stadt Hausach;Hausach;
808317046;Gemeinde Hofstetten;Hofstetten;
808317047;Gemeinde Hohberg;Hohberg;
808317051;Stadt Hornberg;Hornberg;
808317056;Gemeinde Kappelrodeck;Kappelrodeck;
808317057;Stadt Kehl;Kehl;
808317059;Gemeinde Kippenheim;Kippenheim;
808317065;Stadt Lahr/Schwarzwald;Lahr/Schw.-wald;
808317067;Gemeinde Lautenbach;Lautenbach;
808317068;Gemeinde Lauf;Lauf;
808317073;Stadt Mahlberg;Mahlberg;
808317075;Gemeinde Meißenheim;Meißenheim;
808317078;Gemeinde Mühlenbach;Mühlenbach;
808317085;Gemeinde Nordrach;Nordrach;
808317088;Gemeinde Oberharmersbach;Oberharmersbach;
808317089;Stadt Oberkirch;Oberkirch;
808317093;Gemeinde Oberwolfach;Oberwolfach;
808317096;Stadt Offenburg;Offenburg;
808317097;Gemeinde Ohlsbach;Ohlsbach;
808317098;Stadt Oppenau;Oppenau;
808317100;Gemeinde Ortenberg;Ortenberg / BW;
808317102;Gemeinde Ottenhöfen im Schwarzwald;Ottenhöfen/Sw;
808317110;Stadt Renchen;Renchen;
808317113;Gemeinde Ringsheim;Ringsheim;
808317114;Gemeinde Rust;Rust;
808317116;Gemeinde Sasbach;Sasbach / BW;
808317118;Gemeinde Sasbachwalden;Sasbachwalden;
808317121;Gemeinde Schuttertal;Schuttertal;
808317122;Gemeinde Schutterwald;Schutterwald;
808317126;Gemeinde Seebach;Seebach;
808317127;Gemeinde Seelbach;Seelbach;
808317129;Gemeinde Steinach;Steinach;
808317141;Gemeinde Willstätt;Willstätt;
808317145;Stadt Wolfach;Wolfach;
808317146;Stadt Zell am Harmersbach;Zell/Hammersb.;
808317150;Gemeinde Schwanau;Schwanau;
808317151;Gemeinde Neuried;Neuried;
808317152;Gemeinde Kappel-Grafenhausen;Kappel-Grafenh.;
808317153;Stadt Rheinau;Rheinau;
808317971;Gemeindefreies Gebiet Rheinau;Gebiet Rheinau;
808325001;Gemeinde Aichhalden;Aichalden;
808325009;Gemeinde Bösingen;Bösingen;
808325011;Gemeinde Dietingen;Dietingen;
808325012;Stadt Dornhan;Dornhan;
808325014;Gemeinde Dunningen;Dunningen;
808325015;Gemeinde Epfendorf;Epfendorf;
808325024;Gemeinde Hardt;Hardt / BW;
808325036;Gemeinde Lauterbach;Lauterbach;
808325045;Stadt Oberndorf am Neckar;Oberndorf am N.;
808325049;Stadt Rottweil;Rottweil;
808325050;Gemeinde Schenkenzell;Schenkenzell;
808325051;Stadt Schiltach;Schiltach;
808325053;Stadt Schramberg;Schramberg;
808325057;Stadt Sulz am Neckar;Sulz/Neckar;
808325060;Gemeinde Villingendorf;Villingendorf;
808325061;Gemeinde Vöhringen;Vöhringen;
808325064;Gemeinde Wellendingen;Wellendingen;
808325069;Gemeinde Zimmern ob Rottweil;Zimmer o. R.;
808325070;Gemeinde Fluorn-Winzeln;Fluorn-Winzeln;
808325071;Gemeinde Eschbronn;Eschbronn;
808325072;Gemeinde Deißlingen;Deißlingen;
808326003;Stadt Bad Dürrheim;Bad Dürrheim;
808326005;Stadt Blumberg;Blumberg;
808326006;Stadt Bräunlingen;Bräunlingen;
808326010;Gemeinde Dauchingen;Dauchingen;
808326012;Stadt Donaueschingen;Donaueschingen;
808326017;Stadt Furtwangen im Schwarzwald;Furtwangen/SW;
808326020;Gemeinde Gütenbach;Gütenbach;
808326027;Stadt Hüfingen;Hüfingen;
808326031;Gemeinde Königsfeld im Schwarzwald;Königsfeld/Sw;
808326037;Gemeinde Mönchweiler;Mönchweiler;
808326041;Gemeinde Niedereschach;Niedereschbach;
808326052;Stadt St. Georgen im Schwarzwald;St. Georgen/SW;
808326054;Gemeinde Schönwald im Schwarzwald;Schönwald/Sw;
808326055;Gemeinde Schonach im Schwarzwald;Schonach/Sw;
808326060;Stadt Triberg im Schwarzwald;Triberg/Sw;
808326061;Gemeinde Tuningen;Tuningen;
808326065;Gemeinde Unterkirnach;Unterkirnach;
808326068;Stadt Vöhrenbach;Vöhrenbach;
808326074;Stadt Villingen-Schwenningen;Villingen-S.;
808326075;Gemeinde Brigachtal;Brigachtal;
808327002;Gemeinde Aldingen;Aldingen;
808327004;Gemeinde Bärenthal;Bärenthal;
808327005;Gemeinde Balgheim;Balgheim;
808327006;Gemeinde Böttingen;Böttingen;
808327007;Gemeinde Bubsheim;Bubsheim;
808327008;Gemeinde Buchheim;Buchheim;
808327009;Gemeinde Deilingen;Deilingen;
808327010;Gemeinde Denkingen;Denkingen;
808327011;Gemeinde Dürbheim;Dürbheim;
808327012;Gemeinde Durchhausen;Durchhausen;
808327013;Gemeinde Egesheim;Egesheim;
808327016;Stadt Fridingen an der Donau;Fridingen/Donau;
808327017;Gemeinde Frittlingen;Frittingen;
808327018;Stadt Geisingen;Geisingen;
808327019;Gemeinde Gosheim;Gosheim;
808327020;Gemeinde Gunningen;Gunningen;
808327023;Gemeinde Hausen ob Verena;Hausen ob Ver.;
808327025;Gemeinde Immendingen;Immendingen;
808327027;Gemeinde Irndorf;Irndorf;
808327029;Gemeinde Königsheim;Königsheim;
808327030;Gemeinde Kolbingen;Kolbingen;
808327033;Gemeinde Mahlstetten;Mahlstetten;
808327036;Stadt Mühlheim an der Donau;Mühlheim a. D.;
808327038;Gemeinde Neuhausen ob Eck;Neuhausen o.E.;
808327040;Gemeinde Reichenbach am Heuberg;Reichenbach H.;
808327041;Gemeinde Renquishausen;Renquishausen;
808327046;Stadt Spaichingen;Spaichingen;
808327048;Gemeinde Talheim;Talheim / BW;
808327049;Stadt Trossingen;Trossingen;
808327050;Stadt Tuttlingen;Tuttlingen;
808327051;Gemeinde Wehingen;Wehingen;
808327054;Gemeinde Wurmlingen;Wurmlingen;
808327055;Gemeinde Seitingen-Oberflacht;Seitingen-Ober.;
808327056;Gemeinde Rietheim-Weilheim;Rietheim;
808327057;Gemeinde Emmingen-Liptingen;Emmingen-Lipt.;
808335001;Stadt Aach;Aach / BW;
808335002;Gemeinde Allensbach;Allensbach;
808335015;Gemeinde Büsingen am Hochrhein;Büsingen;
808335021;Gemeinde Eigeltingen;Eigeltingen;
808335022;Stadt Engen;Engen;
808335025;Gemeinde Gaienhofen;Gaienhofen;
808335026;Gemeinde Gailingen am Hochrhein;Gailingen;
808335028;Gemeinde Gottmadingen;Gottmadingen;
808335035;Gemeinde Hilzingen;Hilzringen;
808335043;Stadt Konstanz;Konstanz;
808335055;Gemeinde Moos;Moos;
808335057;Gemeinde Mühlingen;Mühlingen;
808335061;Gemeinde öhningen;öhningen;
808335063;Stadt Radolfzell am Bodensee;Radolfzell;
808335066;Gemeinde Reichenau;Reichenau;
808335075;Stadt Singen (Hohentwiel);Singen/Htw.;
808335077;Gemeinde Steißlingen;Steißlingen;
808335079;Stadt Stockach;Stockach;
808335080;Stadt Tengen;Tengen;
808335081;Gemeinde Volkertshausen;Volkertshausen;
808335096;Gemeinde Hohenfels;Hohenfels;
808335097;Gemeinde Mühlhausen-Ehingen;Mühlhausen-E.;
808335098;Gemeinde Bodman-Ludwigshafen;Bodman;
808335099;Gemeinde Orsingen-Nenzingen;Orsingen-Nenz.;
808335100;Gemeinde Rielasingen-Worblingen;Rielasingen-W.;
808336004;Gemeinde Aitern;Aitern;
808336006;Gemeinde Bad Bellingen;Bad Bellingen;
808336008;Gemeinde Binzen;Binzen;
808336010;Gemeinde Böllen;Böllen;
808336014;Gemeinde Efringen-Kirchen;Efringen-Kirch.;
808336019;Gemeinde Eimeldingen;Eimeldingen;
808336024;Gemeinde Fischingen;Fischingen;
808336025;Gemeinde Fröhnd;Fröhnd;
808336034;Gemeinde Hasel;Hasel;
808336036;Gemeinde Hausen im Wiesental;Hausen im Wt.;
808336043;Gemeinde Inzlingen;Inzlingen;
808336045;Stadt Kandern;Kandern;
808336050;Stadt Lörrach;Lörrach;
808336057;Gemeinde Maulburg;Maulburg;
808336069;Stadt Rheinfelden (Baden);Rheinfelden;
808336073;Gemeinde Rümmingen;Rümmingen;
808336075;Gemeinde Schallbach;Schallbach;
808336078;Gemeinde Schliengen;Schliengen;
808336079;Stadt Schönau im Schwarzwald;Schönau/Sw;
808336080;Gemeinde Schönenberg;Schönenberg;
808336081;Stadt Schopfheim;Schopfheim;
808336082;Gemeinde Schwörstadt;Schwörstadt;
808336084;Gemeinde Steinen;Steinen / BW;
808336087;Stadt Todtnau;Todtnau;
808336089;Gemeinde Tunau;Tunau;
808336090;Gemeinde Utzenfeld;Utzenfeld;
808336091;Stadt Weil am Rhein;Weil am Rhein;
808336094;Gemeinde Wembach;Wembach;
808336096;Gemeinde Wieden;Wieden;
808336100;Gemeinde Wittlingen;Wittlingen;
808336103;Stadt Zell im Wiesental;Zell/Wiesental;
808336104;Gemeinde Malsburg-Marzell;Malsburg-Marz.;
808336105;Gemeinde Grenzach-Wyhlen;Grenzach-Wyhlen;
808336106;Gemeinde Häg-Ehrsberg;Häg-Ehrsberg;
808336107;Gemeinde Kleines Wiesental;Kl. Wiesental;
808337002;Gemeinde Albbruck;Albbruck;
808337013;Gemeinde Bernau im Schwarzwald;Bernau im SW;
808337022;Stadt Bonndorf im Schwarzwald;Bonndorf/SW;
808337027;Gemeinde Dachsberg (Südschwarzwald);Dachsberg;
808337030;Gemeinde Dettighofen;Dettinghofen;
808337032;Gemeinde Dogern;Dogern;
808337038;Gemeinde Görwihl;Göhrwihl;
808337039;Gemeinde Grafenhausen;Grafenhausen;
808337045;Gemeinde Häusern;Häusern;
808337049;Gemeinde Herrischried;Herrischried;
808337051;Gemeinde Höchenschwand;Höchenschwand;
808337053;Gemeinde Hohentengen am Hochrhein;Hohentengen;
808337059;Gemeinde Ibach;Ibach;
808337060;Gemeinde Jestetten;Jestetten;
808337062;Gemeinde Klettgau;Klettgau;
808337065;Gemeinde Lauchringen;Lauchringen;
808337066;Stadt Laufenburg (Baden);Laufenburg;
808337070;Gemeinde Lottstetten;Lottstetten;
808337076;Gemeinde Murg;Murg;
808337090;Gemeinde Rickenbach;Rickenbach;
