# WARNCELLID;NAME;KURZNAME;KENNUNG (SIGN)
808337096;Stadt Bad Säckingen;Bad Säckingen;
808337097;Stadt St. Blasien;St. Blasien;
808337106;Stadt Stühlingen;Stühlingen;
808337108;Gemeinde Todtmoos;Todtmoos;
808337116;Stadt Wehr;Wehr / BW;
808337118;Gemeinde Weilheim;Weilheim;
808337123;Gemeinde Wutöschingen;Wutöschingen;
808337124;Gemeinde Eggingen;Eggingen;
808337125;Gemeinde Küssaberg;Küssaberg;
808337126;Stadt Waldshut-Tiengen;Waldshut-Tieng.;
808337127;Gemeinde Wutach;Wutach;
808337128;Gemeinde ühlingen-Birkendorf;ühlingen-Birk.;
808415014;Gemeinde Dettingen an der Erms;Dettingen/Erms;
808415019;Gemeinde Eningen unter Achalm;Eningen;
808415027;Gemeinde Gomadingen;Gomadingen;
808415028;Gemeinde Grabenstetten;Grabenstetten;
808415029;Gemeinde Grafenberg;Grafenberg;
808415034;Stadt Hayingen;Hayingen;
808415039;Gemeinde Hülben;Hülben;
808415048;Gemeinde Mehrstetten;Mehrstetten;
808415050;Stadt Metzingen;Metzingen;
808415053;Stadt Münsingen;Münsingen;
808415058;Gemeinde Pfronstetten;Pfronstetten;
808415059;Stadt Pfullingen;Pfullingen;
808415060;Gemeinde Pliezhausen;Pliezhausen;
808415061;Stadt Reutlingen;Reutlingen;
808415062;Gemeinde Riederich;Riederich;
808415073;Stadt Trochtelfingen;Trochtelfingen;
808415078;Stadt Bad Urach;Bad Urach;
808415080;Gemeinde Wannweil;Wannweil;
808415085;Gemeinde Zwiefalten;Zwiefalten;
808415087;Gemeinde Walddorfhäslach;Waldorfhäslach;
808415088;Gemeinde Römerstein;Römerstein;
808415089;Gemeinde Engstingen;Engstingen;
808415090;Gemeinde Hohenstein;Hohenstein;
808415091;Gemeinde Sonnenbühl;Sonnenbühl;
808415092;Gemeinde Lichtenstein;Lichtenstein;
808415093;Gemeinde St. Johann;St. Johann;
808415971;Gemeindefreies Gebiet Gutsbezirk Münsingen;Gutsbez. Müns.;
808416006;Gemeinde Bodelshausen;Bodelshausen;
808416009;Gemeinde Dettenhausen;Dettenhausen;
808416011;Gemeinde Dußlingen;Dußlingen;
808416015;Gemeinde Gomaringen;Gomaringen;
808416018;Gemeinde Hirrlingen;Hirrlingen;
808416022;Gemeinde Kirchentellinsfurt;Kirchentellins.;
808416023;Gemeinde Kusterdingen;Kusterdingen;
808416025;Stadt Mössingen;Mössingen;
808416026;Gemeinde Nehren;Nehren / BW;
808416031;Gemeinde Ofterdingen;Ofterdingen;
808416036;Stadt Rottenburg am Neckar;Rottenburg/N.;
808416041;Stadt Tübingen;Tübingen;
808416048;Gemeinde Ammerbuch;Ammerbuch;
808416049;Gemeinde Neustetten;Neustetten;
808416050;Gemeinde Starzach;Starzach;
808417002;Stadt Balingen;Balingen;
808417008;Gemeinde Bisingen;Bisingen;
808417010;Gemeinde Bitz;Bitz;
808417013;Stadt Burladingen;Burladingen;
808417014;Gemeinde Dautmergen;Dautmergen;
808417015;Gemeinde Dormettingen;Dormettingen;
808417016;Gemeinde Dotternhausen;Dotternhausen;
808417022;Stadt Geislingen;Geislingen;
808417023;Gemeinde Grosselfingen;Grosselfingen;
808417025;Stadt Haigerloch;Haigerloch;
808417029;Gemeinde Hausen am Tann;Hausen am Tann;
808417031;Stadt Hechingen;Hechingen;
808417036;Gemeinde Jungingen;Jungingen;
808417044;Stadt Meßstetten;Meßstetten;
808417045;Gemeinde Nusplingen;Nusplingen;
808417047;Gemeinde Obernheim;Obernheim;
808417051;Gemeinde Rangendingen;Rangendingen;
808417052;Gemeinde Ratshausen;Ratshausen;
808417054;Stadt Rosenfeld;Rosenfeld;
808417057;Stadt Schömberg;Schömberg / BW;
808417063;Gemeinde Straßberg;Straßberg;
808417071;Gemeinde Weilen unter den Rinnen;Weilen/Rinnen;
808417075;Gemeinde Winterlingen;Winterlingen;
808417078;Gemeinde Zimmern unter der Burg;Zimmern;
808417079;Stadt Albstadt;Albstadt;
808421000;Stadt Ulm;Ulm;
808425002;Gemeinde Allmendingen;Allmendingen;
808425004;Gemeinde Altheim;Altheim;
808425005;Gemeinde Altheim (Alb);Altheim (Alb);
808425008;Gemeinde Amstetten;Amstetten;
808425011;Gemeinde Asselfingen;Asselfingen;
808425013;Gemeinde Ballendorf;Ballendorf;
808425014;Gemeinde Beimerstetten;Beimerstetten;
808425017;Gemeinde Berghülen;Berghülen;
808425019;Gemeinde Bernstadt;Bernstadt;
808425020;Stadt Blaubeuren;Blaubeuren;
808425022;Gemeinde Börslingen;Börslingen;
808425024;Gemeinde Breitingen;Breitingen;
808425028;Stadt Dietenheim;Dietenheim;
808425031;Gemeinde Dornstadt;Dornstadt;
808425033;Stadt Ehingen (Donau);Ehingen/Donau;
808425035;Gemeinde Emeringen;Emeringen;
808425036;Gemeinde Emerkingen;Emerkingen;
808425039;Stadt Erbach;Erbach / BW;
808425050;Gemeinde Griesingen;Griesingen;
808425052;Gemeinde Grundsheim;Grundsheim;
808425055;Gemeinde Hausen am Bussen;Hausen/Bussen;
808425062;Gemeinde Holzkirch;Holzkirch;
808425064;Gemeinde Hüttisheim;Hüttisheim;
808425066;Gemeinde Illerrieden;Illerrieden;
808425071;Stadt Laichingen;Laichingen;
808425072;Stadt Langenau;Langenau;
808425073;Gemeinde Lauterach;Lauterach;
808425075;Gemeinde Lonsee;Lonsee;
808425079;Gemeinde Merklingen;Merklingen;
808425081;Stadt Munderkingen;Munderkingen;
808425083;Gemeinde Neenstetten;Neenstetten;
808425084;Gemeinde Nellingen;Nellingen;
808425085;Gemeinde Nerenstetten;Nerenstetten;
808425088;Gemeinde Oberdischingen;Oberdischingen;
808425090;Gemeinde Obermarchtal;Obermarchtal;
808425091;Gemeinde Oberstadion;Oberstadion;
808425092;Gemeinde öllingen;öllingen;
808425093;Gemeinde öpfingen;öpfingen;
808425097;Gemeinde Rammingen;Rammingen;
808425098;Gemeinde Rechtenstein;Rechtenstein;
808425104;Gemeinde Rottenacker;Rottenacker;
808425108;Stadt Schelklingen;Schelklingen;
808425110;Gemeinde Schnürpflingen;Schnürpflingen;
808425112;Gemeinde Setzingen;Setzingen;
808425123;Gemeinde Untermarchtal;Untermarchtal;
808425124;Gemeinde Unterstadion;Unterstadion;
808425125;Gemeinde Unterwachingen;Unterwachingen;
808425130;Gemeinde Weidenstetten;Weidenstetten;
808425134;Gemeinde Westerheim;Westerheim;
808425135;Gemeinde Westerstetten;Westerstetten;
808425137;Gemeinde Illerkirchberg;Illerkirchberg;
808425138;Gemeinde Staig;Staig;
808425139;Gemeinde Heroldstatt;Heroldstatt;
808425140;Gemeinde Balzheim;Balzheim;
808425141;Gemeinde Blaustein;Blaustein;
808426001;Gemeinde Achstetten;Achstetten;
808426005;Gemeinde Alleshausen;Alleshausen;
808426006;Gemeinde Allmannsweiler;Allmannsweiler;
808426008;Gemeinde Altheim;Altheim / BW;
808426011;Gemeinde Attenweiler;Attenweiler;
808426013;Stadt Bad Buchau;Bad Buchau;
808426014;Stadt Bad Schussenried;B. Schussenried;
808426019;Gemeinde Berkheim;Berkheim;
808426020;Gemeinde Betzenweiler;Betzenweiler;
808426021;Stadt Biberach an der Riß;Biberach/Riß;
808426028;Gemeinde Burgrieden;Burgrieden;
808426031;Gemeinde Dettingen an der Iller;Dettingen/Iller;
808426035;Gemeinde Dürmentingen;Dürmentingen;
808426036;Gemeinde Dürnau;Dürnau / BW;
808426038;Gemeinde Eberhardzell;Eberhardzell;
808426043;Gemeinde Erlenmoos;Erlenmoos;
808426044;Gemeinde Erolzheim;Erolzheim;
808426045;Gemeinde Ertingen;Ertingen;
808426058;Gemeinde Hochdorf;Hochdorf / BW;
808426062;Gemeinde Ingoldingen;Ingoldingen;
808426064;Gemeinde Kanzach;Kanzach;
808426065;Gemeinde Kirchberg an der Iller;Kirchberg/Iller;
808426066;Gemeinde Kirchdorf an der Iller;Kirchdorf/Iller;
808426067;Gemeinde Langenenslingen;Langenenslingen;
808426070;Stadt Laupheim;Laupheim;
808426071;Gemeinde Maselheim;Maselheim;
808426073;Gemeinde Mietingen;Mietingen;
808426074;Gemeinde Mittelbiberach;Mittelbiberach;
808426078;Gemeinde Moosburg;Moosburg;
808426087;Stadt Ochsenhausen;Ochsenhausen;
808426090;Gemeinde Oggelshausen;Oggelshausen;
808426097;Stadt Riedlingen;Riedlingen;
808426100;Gemeinde Rot an der Rot;Rot an der Rot;
808426108;Gemeinde Schwendi;Schwendi;
808426109;Gemeinde Seekirch;Seekirch;
808426113;Gemeinde Steinhausen an der Rottum;Steinhausen;
808426117;Gemeinde Tannheim;Tannheim;
808426118;Gemeinde Tiefenbach;Tiefenbach / BW;
808426120;Gemeinde Ummendorf;Ummendorf;
808426121;Gemeinde Unlingen;Unlingen;
808426124;Gemeinde Uttenweiler;Uttenweiler;
808426125;Gemeinde Wain;Wain;
808426128;Gemeinde Warthausen;Warthausen;
808426134;Gemeinde Schemmerhofen;Schemmerhofen;
808426135;Gemeinde Gutenzell-Hürbel;Gutenzell-Hürb.;
808435005;Gemeinde Bermatingen;Bermatingen;
808435010;Gemeinde Daisendorf;Daisendorf;
808435013;Gemeinde Eriskirch;Eriskirch;
808435015;Gemeinde Frickingen;Frickingen;
808435016;Stadt Friedrichshafen;Friedrichshafen;
808435018;Gemeinde Hagnau am Bodensee;Hagnau Bodensee;
808435020;Gemeinde Heiligenberg;Heiligenberg;
808435024;Gemeinde Immenstaad am Bodensee;Immenstaad;
808435029;Gemeinde Kressbronn am Bodensee;Kressbronn;
808435030;Gemeinde Langenargen;Langenargen;
808435034;Stadt Markdorf;Markdorf;
808435035;Gemeinde Meckenbeuren;Meckenbeuren;
808435036;Stadt Meersburg;Meersburg;
808435042;Gemeinde Neukirch;Neukirch;
808435045;Gemeinde Oberteuringen;Oberteuringen;
808435047;Gemeinde Owingen;Owingen;
808435052;Gemeinde Salem;Salem / BW;
808435053;Gemeinde Sipplingen;Sipplingen;
808435054;Gemeinde Stetten;Stetten / BW;
808435057;Stadt Tettnang;Tettnang;
808435059;Stadt überlingen;überlingen;
808435066;Gemeinde Uhldingen-Mühlhofen;Uhldingen-Mühl.;
808435067;Gemeinde Deggenhausertal;Deggenhausertal;
808436001;Gemeinde Achberg;Achberg;
808436003;Gemeinde Aichstetten;Aichstetten;
808436004;Gemeinde Aitrach;Aitrach;
808436005;Gemeinde Altshausen;Altshausen;
808436006;Gemeinde Amtzell;Amtzell;
808436008;Stadt Aulendorf;Aulendorf;
808436009;Stadt Bad Waldsee;Bad Waldsee;
808436010;Stadt Bad Wurzach;Wurzach;
808436011;Gemeinde Baienfurt;Baienfurt;
808436012;Gemeinde Baindt;Baindt;
808436013;Gemeinde Berg;Berg / BW;
808436014;Gemeinde Bergatreute;Bergatreute;
808436018;Gemeinde Bodnegg;Bodnegg;
808436019;Gemeinde Boms;Boms;
808436024;Gemeinde Ebenweiler;Ebenweiler;
808436027;Gemeinde Eichstegen;Eichstegen;
808436032;Gemeinde Fleischwangen;Fleischwangen;
808436039;Gemeinde Grünkraut;Grünkraut;
808436040;Gemeinde Guggenhausen;Guggenhausen;
808436047;Gemeinde Hoßkirch;Hoßkirch;
808436049;Stadt Isny im Allgäu;Isny im Allgäu;
808436052;Gemeinde Kißlegg;Kißlegg;
808436053;Gemeinde Königseggwald;Königseggwald;
808436055;Stadt Leutkirch im Allgäu;Leutkirch/Allg.;
808436064;Stadt Ravensburg;Ravensburg;
808436067;Gemeinde Riedhausen;Riedhausen;
808436069;Gemeinde Schlier;Schlier;
808436077;Gemeinde Unterwaldhausen;Unterwaldhausen;
808436078;Gemeinde Vogt;Vogt;
808436079;Gemeinde Waldburg;Waldburg;
808436081;Stadt Wangen im Allgäu;Wangen/Allgäu;
808436082;Stadt Weingarten;Weingarten;
808436083;Gemeinde Wilhelmsdorf;Wilmersdorf;
808436085;Gemeinde Wolfegg;Wolfegg;
808436087;Gemeinde Wolpertswende;Wolpertswende;
808436093;Gemeinde Ebersbach-Musbach;Ebersbach-Musb.;
808436094;Gemeinde Argenbühl;Argenbühl;
808436095;Gemeinde Horgenzell;Horgenzell;
808436096;Gemeinde Fronreute;Fronreute;
808437005;Gemeinde Beuron;Beuron;
808437008;Gemeinde Bingen;Bingen;
808437031;Stadt Gammertingen;Gammertingen;
808437044;Gemeinde Herbertingen;Herbertingen;
808437047;Stadt Hettingen;Hettingen;
808437053;Gemeinde Hohentengen;Hohentengen BW;
808437056;Gemeinde Illmensee;Illmensee;
808437059;Gemeinde Inzigkofen;Inzighofen;
808437065;Gemeinde Krauchenwies;Krauchenwies;
808437072;Gemeinde Leibertingen;Leibertingen;
808437076;Stadt Mengen;Mengen;
808437078;Stadt Meßkirch;Meßkirch;
808437082;Gemeinde Neufra;Neufra;
808437086;Gemeinde Ostrach;Ostrach;
808437088;Stadt Pfullendorf;Pfullendorf;
808437100;Stadt Bad Saulgau;Saulgau;
808437101;Stadt Scheer;Scheer;
808437102;Gemeinde Schwenningen;Schwenningen;
808437104;Stadt Sigmaringen;Sigmaringen;
808437105;Gemeinde Sigmaringendorf;Sigmaringendorf;
808437107;Gemeinde Stetten am kalten Markt;Stetten a. k. M;
808437114;Stadt Veringenstadt;Veringenstadt;
808437118;Gemeinde Wald;Wald;
808437123;Gemeinde Sauldorf;Sauldorf;
808437124;Gemeinde Herdwangen-Schönach;Herdwangen;
809161000;Stadt Ingolstadt;Ingolstadt;
809162000;Stadt München;München;
809163000;Stadt Rosenheim;Rosenheim;
809171111;Stadt Altötting;Altötting;
809171112;Stadt Burghausen;Burghausen;
809171113;Gemeinde Burgkirchen a.d. Alz;Burgkirchen;
809171114;Mitgliedsgemeinde in Verwaltungsgemeinschaft Emmerting;Emmerting;
809171115;Mitgliedsgemeinde in Verwaltungsgemeinschaft Erlbach;Erlbach;
809171116;Mitgliedsgemeinde in Verwaltungsgemeinschaft Feichten a.d. Alz;Feichten;
809171117;Gemeinde Garching a.d. Alz;Garching/Alz;
809171118;Gemeinde Haiming;Haiming;
809171119;Mitgliedsgemeinde in Verwaltungsgemeinschaft Halsbach;Halsbach;
809171121;Mitgliedsgemeinde in Verwaltungsgemeinschaft Kastl;Kastl/Aö;
809171122;Mitgliedsgemeinde in Verwaltungsgemeinschaft Kirchweidach;Kirchweidach;
809171123;Mitgliedsgemeinde in Verwaltungsgemeinschaft Marktl;Marktl;
809171124;Mitgliedsgemeinde in Verwaltungsgemeinschaft Mehring;Mehring;
809171125;Stadt Neuötting;Neuötting;
809171126;Mitgliedsgemeinde in Verwaltungsgemeinschaft Perach;Perach;
809171127;Gemeinde Pleiskirchen;Pleiskirchen;
809171129;Mitgliedsgemeinde in Verwaltungsgemeinschaft Reischach;Reischach;
809171130;Mitgliedsgemeinde in Verwaltungsgemeinschaft Stammham;Stammham/Aö;
809171131;Gemeinde Teising;Teising;
809171132;Stadt Töging a. Inn;Töging;
809171133;Gemeinde Tüßling;Tüßling;
809171134;Mitgliedsgemeinde in Verwaltungsgemeinschaft Tyrlaching;Tyrlaching;
809171135;Mitgliedsgemeinde in Verwaltungsgemeinschaft Unterneukirchen;Unterneukirchen;
809171137;Gemeinde Winhöring;Winhöring;
809172111;Gemeinde Ainring;Ainring;
809172112;Gemeinde Anger;Anger;
809172114;Große Kreisstadt Bad Reichenhall;Bad Reichenhall;
809172115;Gemeinde Bayerisch Gmain;Bayerisch Gmain;
809172116;Gemeinde Berchtesgaden;Berchtesgaden;
809172117;Gemeinde Bischofswiesen;Bischofswiesen;
809172118;Stadt Freilassing;Freilassing;
809172122;Stadt Laufen;Laufen;
809172124;Gemeinde Marktschellenberg;Marktschellenb.;
809172128;Gemeinde Piding;Piding;
809172129;Gemeinde Ramsau b. Berchtesgaden;Ramsau;
809172130;Gemeinde Saaldorf-Surheim;Saaldorf-Surhe.;
809172131;Gemeinde Schneizlreuth;Schneizlreuth;
809172132;Gemeinde Schönau a. Königssee;Schönau a.K.;
809172134;Gemeinde Teisendorf;Teisendorf;
809172452;gemeindefreies Gebiet Eck;Eck;
809172454;gemeindefreies Gebiet Schellenberger Forst;Schellenberg.F.;
809173111;Gemeinde Bad Heilbrunn;Bad Heilbrunn;
809173112;Stadt Bad Tölz;Bad Tölz;
809173113;Mitgliedsgemeinde in Verwaltungsgemeinschaft Benediktbeuern;Benediktbeuern;
809173115;Mitgliedsgemeinde in Verwaltungsgemeinschaft Bichl;Bichl;
809173118;Gemeinde Dietramszell;Dietramszell;
809173120;Gemeinde Egling;Egling/TöL;
809173123;Gemeinde Eurasburg;Eurasburg/TöL;
809173124;Gemeinde Gaißach;Gaißach;
809173126;Stadt Geretsried;Geretsried;
809173127;Mitgliedsgemeinde in Verwaltungsgemeinschaft Greiling;Greiling;
809173130;Gemeinde Icking;Icking;
809173131;Gemeinde Jachenau;Jachenau;
809173133;Mitgliedsgemeinde in Verwaltungsgemeinschaft Kochel a. See;Kochel;
809173134;Gemeinde Königsdorf;Königsdorf;
809173135;Gemeinde Lenggries;Lenggries;
809173137;Gemeinde Münsing;Münsing;
809173140;Mitgliedsgemeinde in Verwaltungsgemeinschaft Reichersbeuern;Reichersbeuern;
809173141;Mitgliedsgemeinde in Verwaltungsgemeinschaft Sachsenkam;Sachsenkam;
809173142;Mitgliedsgemeinde in Verwaltungsgemeinschaft Schlehdorf;Schlehdorf;
809173145;Gemeinde Wackersberg;Wackersberg;
809173147;Stadt Wolfratshausen;Wolfratshausen;
809173451;gemeindefreies Gebiet Pupplinger Au;Pupplinger Au;
809173452;gemeindefreies Gebiet Wolfratshauser Forst;Wolfratshaus.F.;
809174111;Gemeinde Altomünster;Altomünster;
809174113;Gemeinde Bergkirchen;Bergkirchen;
809174115;Große Kreisstadt Dachau;Dachau;
809174118;Gemeinde Erdweg;Erdweg;
809174121;Gemeinde Haimhausen;Haimhausen;
809174122;Gemeinde Hebertshausen;Hebertshausen;
809174126;Gemeinde Karlsfeld;Karlsfeld;
809174131;Gemeinde Markt Indersdorf;M.Indersdorf;
809174135;Mitgliedsgemeinde in Verwaltungsgemeinschaft Odelzhausen;Odelzhausen;
809174136;Gemeinde Petershausen;Petershausen;
809174137;Mitgliedsgemeinde in Verwaltungsgemeinschaft Pfaffenhofen a.d. Glonn;Pfaffenhofen/G.;
809174141;Gemeinde Röhrmoos;Röhrmoos;
809174143;Gemeinde Schwabhausen;Schwabhausen;
809174146;Mitgliedsgemeinde in Verwaltungsgemeinschaft Sulzemoos;Sulzemoos;
809174147;Gemeinde Hilgertshausen-Tandern;Hilgertsh.-Ta.;
809174150;Gemeinde Vierkirchen;Vierkirchen;
809174151;Gemeinde Weichs;Weichs;
809175111;Gemeinde Anzing;Anzing;
809175112;Mitgliedsgemeinde in Verwaltungsgemeinschaft Aßling;Aßling;
809175113;Mitgliedsgemeinde in Verwaltungsgemeinschaft Baiern;Baiern;
809175114;Mitgliedsgemeinde in Verwaltungsgemeinschaft Bruck;Bruck/EBE;
809175115;Stadt Ebersberg;Ebersberg;
809175116;Mitgliedsgemeinde in Verwaltungsgemeinschaft Egmating;Egmating;
809175118;Gemeinde Forstinning;Forstinning;
809175119;Mitgliedsgemeinde in Verwaltungsgemeinschaft Frauenneuharting;Frauenneuharti.;
809175121;Mitgliedsgemeinde in Verwaltungsgemeinschaft Glonn;Glonn;
809175122;Stadt Grafing b. München;Grafing;
809175123;Gemeinde Hohenlinden;Hohenlinden;
809175124;Gemeinde Kirchseeon;Kirchseeon;
809175127;Gemeinde Markt Schwaben;Markt Schwaben;
809175128;Mitgliedsgemeinde in Verwaltungsgemeinschaft Moosach;Moosach;
809175131;Mitgliedsgemeinde in Verwaltungsgemeinschaft Oberpframmern;Oberpframmern;
809175132;Gemeinde Vaterstetten;Vaterstetten;
809175133;Gemeinde Pliening;Pliening;
809175135;Gemeinde Poing;Poing;
809175136;Mitgliedsgemeinde in Verwaltungsgemeinschaft Emmering;Emmering/EBE;
809175137;Gemeinde Steinhöring;Steinhöring;
809175139;Gemeinde Zorneding;Zorneding;
809175451;gemeindefreies Gebiet Anzinger Forst;Anzinger Forst;
809175452;gemeindefreies Gebiet Ebersberger Forst;Ebersberger F.;
809175453;gemeindefreies Gebiet Eglhartinger Forst;Eglhartinger F.;
809176111;Mitgliedsgemeinde in Verwaltungsgemeinschaft Adelschlag;Adelschlag;
809176112;Gemeinde Altmannstein;Altmannstein;
809176114;Stadt Beilngries;Beilngries;
809176116;Mitgliedsgemeinde in Verwaltungsgemeinschaft Böhmfeld;Böhmfeld;
809176118;Gemeinde Buxheim;Buxheim/EI;
809176120;Gemeinde Denkendorf;Denkendorf;
809176121;Gemeinde Dollnstein;Dollnstein;
809176122;Mitgliedsgemeinde in Verwaltungsgemeinschaft Egweil;Egweil;
809176123;Große Kreisstadt Eichstätt;Eichstätt;
809176124;Mitgliedsgemeinde in Verwaltungsgemeinschaft Eitensheim;Eitensheim;
809176126;Gemeinde Gaimersheim;Gaimersheim;
809176129;Gemeinde Großmehring;Großmehring;
809176131;Gemeinde Hepberg;Hepberg;
809176132;Gemeinde Hitzhofen;Hitzhofen;
809176137;Gemeinde Kinding;Kinding;
809176138;Gemeinde Kipfenberg;Kipfenberg;
809176139;Gemeinde Kösching;Kösching;
809176143;Gemeinde Lenting;Lenting;
809176147;Mitgliedsgemeinde in Verwaltungsgemeinschaft Mindelstetten;Mindelstetten;
809176148;Gemeinde Mörnsheim;Mörnsheim;
809176149;Mitgliedsgemeinde in Verwaltungsgemeinschaft Nassenfels;Nassenfels;
809176150;Mitgliedsgemeinde in Verwaltungsgemeinschaft Oberdolling;Oberdolling;
809176153;Mitgliedsgemeinde in Verwaltungsgemeinschaft Pförring;Pförring;
809176155;Mitgliedsgemeinde in Verwaltungsgemeinschaft Pollenfeld;Pollenfeld;
809176160;Mitgliedsgemeinde in Verwaltungsgemeinschaft Schernfeld;Schernfeld;
809176161;Gemeinde Stammham;Stammham/EI;
809176164;Gemeinde Titting;Titting;
809176165;Mitgliedsgemeinde in Verwaltungsgemeinschaft Walting;Walting;
809176166;Gemeinde Wellheim;Wellheim;
809176167;Gemeinde Wettstetten;Wettstetten;
809176451;gemeindefreies Gebiet Haunstetter Forst;Haunstetter F.;
809177112;Mitgliedsgemeinde in Verwaltungsgemeinschaft Berglern;Berglern;
809177113;Gemeinde Bockhorn;Bockhorn;
809177114;Mitgliedsgemeinde in Verwaltungsgemeinschaft Buch a. Buchrain;Buch a.B.;
809177115;Stadt Dorfen;Dorfen;
809177116;Mitgliedsgemeinde in Verwaltungsgemeinschaft Eitting;Eitting;
809177117;Stadt Erding;Erding;
809177118;Gemeinde Finsing;Finsing;
809177119;Gemeinde Forstern;Forstern;
809177120;Gemeinde Fraunberg;Fraunberg;
809177121;Mitgliedsgemeinde in Verwaltungsgemeinschaft Hohenpolding;Hohenpolding;
809177122;Mitgliedsgemeinde in Verwaltungsgemeinschaft Inning a. Holz;Inning a.Holz;
809177123;Gemeinde Isen;Isen;
809177124;Mitgliedsgemeinde in Verwaltungsgemeinschaft Kirchberg;Kirchberg/ED;
809177126;Mitgliedsgemeinde in Verwaltungsgemeinschaft Langenpreising;Langenpreising;
809177127;Gemeinde Lengdorf;Lengdorf;
809177130;Gemeinde Moosinning;Moosinning;
809177131;Mitgliedsgemeinde in Verwaltungsgemeinschaft Neuching;Neuching;
809177133;Mitgliedsgemeinde in Verwaltungsgemeinschaft Oberding;Oberding;
809177134;Mitgliedsgemeinde in Verwaltungsgemeinschaft Ottenhofen;Ottenhofen;
809177135;Mitgliedsgemeinde in Verwaltungsgemeinschaft Pastetten;Pastetten;
809177137;Gemeinde Sankt Wolfgang;Sankt Wolfgang;
809177138;Mitgliedsgemeinde in Verwaltungsgemeinschaft Steinkirchen;Steinkirchen;
809177139;Gemeinde Taufkirchen (Vils);Taufkirchen/V.;
809177142;Mitgliedsgemeinde in Verwaltungsgemeinschaft Walpertskirchen;Walpertskirchen;
809177143;Mitgliedsgemeinde in Verwaltungsgemeinschaft Wartenberg;Wartenberg;
809177144;Mitgliedsgemeinde in Verwaltungsgemeinschaft Wörth;Wörth/ED;
809178113;Mitgliedsgemeinde in Verwaltungsgemeinschaft Allershausen;Allershausen;
809178115;Mitgliedsgemeinde in Verwaltungsgemeinschaft Attenkirchen;Attenkirchen;
809178116;Gemeinde Au i.d. Hallertau;Au;
809178120;Gemeinde Eching;Eching/FS;
